_id,user_id,name,review_count,useful,average_stars,review_id,stars,useful_review,text,date,time
65ddcc66fa4711915dcb2fe2,v7DwnrjzuTk7pXmuBPZnsg,Shell,39,90,4.0,QRDrvBuMFmmtugACgPLEjA,3,3,"I find it kind of funny how I find myself missing this place when I never found it entirely delicious when I lived in SB. Perhaps its just the memories of my 8 friends and I weekly gathering along the long sushi bar after a long 6 hour class at Brooks... Or perhaps it was the half-price weekday lunch special that kept our wallets AND our stomachs pleased. The fish wasn't always daily fresh and the rolls could never be compared to Edomasa but the service was decent and the food usually hit the spot. For poor, hungry college students, something fishy is a great lunch spot.",2008-09-19,07:02:30
65ddcc66fa4711915dcb2ff1,4F0IjrUJGAieoWwHnRhIJw,Liliana,254,410,3.69,9dCuaeD4IfJnP-lQ4-yyVQ,2,1,three words:  chocolate chip pancakes.\n\n2 stars because crazy wait + no reservation option = me not coming here more often.,2008-01-30,00:46:25
65ddcc66fa4711915dcb3010,AkBtT43dYcttxQ3qOzPBAg,Sherri,1034,3066,3.84,TVWWtiZKEoZpApwzpo_ttg,3,1,"Well, the decor was cool. I love rich decor. I love russians. I love vodka.\n\nBUT, this bar and the people in it were a little stuck on themselves.\nIt's like the hot girl at the party that won't talk to anyone because she thinks she's too hot. \n\nMaybe Pravda is too hot for the quarter, but I beg to differ.\n\nThey do serve drinks though, so I won't go on.",2011-11-07,19:46:46
65ddcc66fa4711915dcb3021,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,sTXhqb8QEec7kDPZWi409g,2,3,"H------      all HYPE\n\nO------    food is ORDINARY\n\nN-----     NOT half as good as Sabrina's.\n\nE-----   EDIBLE, but not fantastic!!\n\nY----     Y bother waiting in the long lines?  There are far too many other options in the area!  LOL\n\nS---    Honey's was so-so!!!\n\nThis pretty much sums it up.  I had pumpkin pancakes. They had far too much cinnamon. Also had eggs and potatos. The potatos were good, I suppose.  My boyfriend had a Poorboy, and thought it was mediocre at best too.  Not bad, Not good, just average.  Add the over-crowded atmosphere... and the place is just not worth standing in the rain for 20 minutes, (which some people did) or sitting in a tightly packed waiting area with somebody's BUTT in your face for 20 minutes. (which I did!  LOL)  In their favor, I will say Honey's was cozy... it was a cold and rainy day, and I appreciated that Honey's had their heat on, unlike some other hipster spots that insist on having the a/c cranked up all year long!\n\nThe best part of my meal was my english breakfast tea... which I could have bought at any Target store and made myself at home. In short, Honey's is ok, but not worthy of more than 2 stars. I may revisit later and see if it wasn't just what I ordered that wasn't so hot.",2009-10-18,17:27:57
65ddcc66fa4711915dcb3022,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,FLnt9LkIuYT5DK_L7C4sWQ,3,1,"Had lunch here the other day.  Not bad, but I've had better. The Makhani Chicken was a little on the tough side.  Loved the Chana Masala, Saag Paneer, and the salad was crisp and fresh. The naan was ok, but they didn't have mango OR tamarind chutney. This was a major disappointment for me. Nevertheless, the Ghulab Jamun, Kheer and Chai tea were all okay.",2014-04-20,17:36:03
65ddcc66fa4711915dcb3024,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,LQUmNfm1_8Huc-ps2MRa-w,3,0,"To my knowledge, Cosi's sandwiches are all pre-prepared , so I never go in there expecting to be BLOWN AWAY. Their food is EDIBLE, and that's pretty much it.\n\nI like to go to Cosi for lunch and sit outside and catch a breeze. It's a perfect spot for kicking it with friends or as a neutral meeting place for business acquaintances. \n\nI like the tomato soup and the Chicken TBM sandwich, the hot apple cider, the hot chocolate and teas.",2010-03-25,17:12:20
65ddcc66fa4711915dcb3025,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,hoht_yiTLGN4BJf5VAmtmQ,2,1,"Found this place because I was starving during my late class in grad. school.  Not good..... not good at all. Mind you, I ordered SHRIMP FRIED RICE! How do you screw that up? Well, they found a way.  My rice was rock-hard and flavorless and there were about 5 shrimp in my pint.   I have never tasted BAD shrimp fried rice, most places know how to make AT LEAST that.... except Chinese Delight.",2012-06-02,00:22:21
65ddcc66fa4711915dcb3026,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,PFZ3AMED0_u7m_auKW1X5Q,3,2,"We ate at Jones again today, and I have to say,""No, No, NO, Jones!!!!!!!!!!  You do NOT serve Chicken and Waffles with a bland CHICKEN GRAVY!!!"" IT does NOTHING to bring out the flavor of the chicken OR waffles. Terrible gravy. Luckily, the chicken didn't need it, and we ate the waffles with syrup.\n\nWhile we're on the subject of waffles, what was up with the HALF of Belgian waffle you guys served us?  I have never been given a HALF of waffle at a restaurant before. Surely you guys can splurge a little and give us a WHOLE waffle.",2011-08-01,02:34:34
65ddcc66fa4711915dcb3027,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,HQRKAGiqX0Q1s6r-sNjl7Q,2,5,"This place is entirely too pushy!!!!  My bf and I love tea, and we usually know what we want and/or what we like. I didn't like their approach in this store at all.. which is to talk to you as if THEY are the experts and YOU know nothing!!!  LOL\n\nThe woman in the store tried her damndest to sell us the entire overpriced store!!!  We already knew we wanted African Rooibos tea. Well, then she brought us sample after sample of different teas!!  And then she wanted to sell us the biggest size she could, and then a TIN versus a bag, and then of course tea bags, tea makers, kettles, sweeteners, and mugs,...lol. Lady, please!!  It's TEA, for crying out loud.  \n\nMy advice.... have a price in mind that you want to spend, and stick to it. Otherwise, you could get sucked into their sales pitch and end up spending waaaaay too much money.",2009-10-31,14:09:49
65ddcc66fa4711915dcb3029,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,fn1xnfLniri_F7-6YkMahg,3,2,"The place is cute enough.... I guess. The tables are a little too close together for my taste, but I guess that doesn't matter because the place was empty!!! So then, please tell me WHY, with so much space in the place, our waitress crammed  other patrons at the 3 tables closest to ME??  That's a serious pet peeve of mine. I like to BREATHE, and I honestly felt suffocated.\n\nTheir crepes fall into 5 different categories :Les Bourgeoises (rich and light taste),  ""Les Classiques (traditional taste), Les Savoureuses , ( seafood delight ), Les Tentantes (very creative mix), and Les Rebelle (Revolutionary, delicious taste,  Pizza Crêpes). Then,of course, you have the brunch menu and the sweet crepes.\n\nI ordered  the Chatelet"" off the brunch menu. It's a savory crepe with scrambled eggs, smoked salmon, swiss cheese with boiled sautéed potatoes for $13.00. I thought it might taste better w/ onions, so I asked for them, and I was right. It was DELICIOUS! My potatos were just ok.\n\nMy bf ordered a sweet crepe with banana, strawberry and nutella. he wasn't impressed. He thought it was too ""crispy."" We both ordered black tea to drink, but they did have a variety of loose teas to choose from as well.\n\nOverall, I'd say, the place is far too overpriced, because it simply doesn't have the ambience to charge so much money. They're also pretty stingy on the portions.\n\nWe will returm, but RELUCTANTLY!  lol",2010-01-12,04:47:11
65ddcc66fa4711915dcb302a,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,OmnYgyX2iETXlUN8rYhLnA,1,8,"My bf and I just ordered takeout from Honey's. The person who took our order was extremely RUDE and SHORT with us. Granted, it was close to their closing time, but not THAT close where anyone should have had an attitude about it. If that's the case, tell us you're closed!!!!   \n\nHoney's is getting beside themselves now because of their so-called popularity. They need to remember that it was the CUSTOMERS who made it so. (Especially YELPERS.)\n\nWe didn't appreciate the sarcastic and ""smart-alecky"" tone the cashier took with us.",2010-11-28,21:54:34
65ddcc66fa4711915dcb302b,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,KYE-_ncb8M9mlzLaP-voIA,2,1,"What... no MUSHROOMS???? MEH!!!!!!!!!!!!!!!!!!!!!!!!!!!  LOL   I got an okay cheeseburger that was much too greasy for my taste. The fries were more like potato sticks, which I don't particularly care for. They too, were pretty greasy. I don't eat hamburgers too often, so I really wanted this one to be GREAT. It wasn't.\n\nMy food came to $9... which I would have much rather spent at 5 Guys.",2010-03-18,23:28:04
65ddcc66fa4711915dcb302c,IpLRJY4CP3fXtlEd8Y4GFQ,Robyn,518,1325,2.95,IahlUwBei3Z-L7hxW4HGCw,3,1,"My bf and I ate here last Sunday. I ordered eggs, homefries and toast. My food was DELICIOUS!!!!  I know my meal was a plain meal, but their cook added a little flair to it. My potatos were so flavorful, my eggs were cooked just right.  My food was outstanding!!!\n\nWe went to Honey's at 3:00 this time, so there was no crowd, and I was able to enjoy my food more than the first time.",2010-07-10,14:10:03
