_id,user_id,review_count,review_id,text,date,stars,useful,funny
661a5d4bee4d349db0518c24,grFjhD2zEzfjo7Gbp8JvoQ,309,xJB_fZ6OYqor6QbRJFDA6A,"Nice view restaurant. We were welcome downstairs by a nice gentleman, and he got the elevator for us to go to the 37th floor. Looks like the rest of the building is for condominiums or offices, which require key cards to get in. \nUpon arrival upstairs, we were warmly greeted by two lovely ladies. And we got seated to our reserved window table. \nThe view is very nice. The first thing we noticed is Philadelphia is flat. No hills, and no fog like San Francisco. A bit hazy, or is it pollution? \nTaylor was our server, she was extremely professional and courteous and friendly. The supporting staff too, but we failed to get their names. A lady we guessed was the manager came by and checked on how we were enjoying our meal too. \nThe oysters were from Nova Scotia, and nothing to rave about. No flavor, no sweetness like Kumamoto or Kushi, or Malpeque.. we liked the hors d' oeuvres, compliments of the chef. It was something like a sea salt lavash bread with avocado. Very nice. \nThe lobster looked good, but no dipping sauce and no lemon till we asked. The bone in rib eye was cooked to the desired temperature, but too fatty. This was not from a well marbled meat, it was just plain too much fat. The truffle sabayon was excellent though. The curry fingerling potatoes were good, the lobster Mac and cheese was over cooked, the cheese was a puddle of grease. \nWe ordered the warm vanilla cake for dessert. Just great presentation, but meh on the taste. \nThe pictures on Yelp were quite different from what we got. Could it be the kitchen was not up to standard tonight. Nevertheless, the excellent service and the view made up for the average but pricey meal.",2018-05-03 02:47:23,4,0,0
661a5d4bee4d349db0518c25,grFjhD2zEzfjo7Gbp8JvoQ,309,KE4TBB_w4Q1KCOJkdtTgrQ,"Nice view restaurant. We were welcome downstairs by a nice gentleman, and he got the elevator for us to go to the 37th floor. Looks like the rest of the building is for condominiums or offices, which require key cards to get in. \nUpon arrival upstairs, we were warmly greeted by two lovely ladies. And we got seated to our reserved window table. \nThe view is very nice. The first thing we noticed is Philadelphia is flat. No hills, and no fog like San Francisco. A bit hazy, or is it pollution? \nTaylor was our server, she was extremely professional and courteous and friendly. The supporting staff too, but we failed to get their names. A lady we guessed was the manager came by and checked on how we were enjoying our meal too. \nThe oysters were from Nova Scotia, and nothing to rave about. No flavor, no sweetness like Kumamoto or Kushi, or Malpeque.. we liked the hors d' oeuvres, compliments of the chef. It was something like a sea salt lavash bread with avocado. Very nice. \nThe lobster looked good, but no dipping sauce and no lemon till we asked. The bone in rib eye was cooked to the desired temperature, but too fatty. This was not from a well marbled meat, it was just plain too much fat. The truffle sabayon was excellent though. The curry fingerling potatoes were good, the lobster Mac and cheese was over cooked, the cheese was a puddle of grease. \nWe ordered the warm vanilla cake for dessert. Just great presentation, but meh on the taste. \nThe pictures on Yelp were quite different from what we got. Could it be the kitchen was not up to standard tonight. Nevertheless, the excellent service and the view made up for the average but pricey meal.\nA 20 percent gratuity was automatically added.",2018-05-05 14:53:19,4,0,0
661a5d4bee4d349db0518c25,grFjhD2zEzfjo7Gbp8JvoQ,309,KE4TBB_w4Q1KCOJkdtTgrQ,"Nice view restaurant. We were welcome downstairs by a nice gentleman, and he got the elevator for us to go to the 37th floor. Looks like the rest of the building is for condominiums or offices, which require key cards to get in. \nUpon arrival upstairs, we were warmly greeted by two lovely ladies. And we got seated to our reserved window table. \nThe view is very nice. The first thing we noticed is Philadelphia is flat. No hills, and no fog like San Francisco. A bit hazy, or is it pollution? \nTaylor was our server, she was extremely professional and courteous and friendly. The supporting staff too, but we failed to get their names. A lady we guessed was the manager came by and checked on how we were enjoying our meal too. \nThe oysters were from Nova Scotia, and nothing to rave about. No flavor, no sweetness like Kumamoto or Kushi, or Malpeque.. we liked the hors d' oeuvres, compliments of the chef. It was something like a sea salt lavash bread with avocado. Very nice. \nThe lobster looked good, but no dipping sauce and no lemon till we asked. The bone in rib eye was cooked to the desired temperature, but too fatty. This was not from a well marbled meat, it was just plain too much fat. The truffle sabayon was excellent though. The curry fingerling potatoes were good, the lobster Mac and cheese was over cooked, the cheese was a puddle of grease. \nWe ordered the warm vanilla cake for dessert. Just great presentation, but meh on the taste. \nThe pictures on Yelp were quite different from what we got. Could it be the kitchen was not up to standard tonight. Nevertheless, the excellent service and the view made up for the average but pricey meal.\nA 20 percent gratuity was automatically added.",2018-05-05 14:53:19,4,0,0
661a5d4bee4d349db0518c24,grFjhD2zEzfjo7Gbp8JvoQ,309,xJB_fZ6OYqor6QbRJFDA6A,"Nice view restaurant. We were welcome downstairs by a nice gentleman, and he got the elevator for us to go to the 37th floor. Looks like the rest of the building is for condominiums or offices, which require key cards to get in. \nUpon arrival upstairs, we were warmly greeted by two lovely ladies. And we got seated to our reserved window table. \nThe view is very nice. The first thing we noticed is Philadelphia is flat. No hills, and no fog like San Francisco. A bit hazy, or is it pollution? \nTaylor was our server, she was extremely professional and courteous and friendly. The supporting staff too, but we failed to get their names. A lady we guessed was the manager came by and checked on how we were enjoying our meal too. \nThe oysters were from Nova Scotia, and nothing to rave about. No flavor, no sweetness like Kumamoto or Kushi, or Malpeque.. we liked the hors d' oeuvres, compliments of the chef. It was something like a sea salt lavash bread with avocado. Very nice. \nThe lobster looked good, but no dipping sauce and no lemon till we asked. The bone in rib eye was cooked to the desired temperature, but too fatty. This was not from a well marbled meat, it was just plain too much fat. The truffle sabayon was excellent though. The curry fingerling potatoes were good, the lobster Mac and cheese was over cooked, the cheese was a puddle of grease. \nWe ordered the warm vanilla cake for dessert. Just great presentation, but meh on the taste. \nThe pictures on Yelp were quite different from what we got. Could it be the kitchen was not up to standard tonight. Nevertheless, the excellent service and the view made up for the average but pricey meal.",2018-05-03 02:47:23,4,0,0
661a5d4bee4d349db0518c38,Et79VAN692zD2j32PM1E8w,404,MsFRQ43RfpfEkZ84TF_CIQ,"Brussels sprouts and bread pudding ... Is how you stole my heart! \n\nHere's a few juke tips to keep in mind before you arrive: \n\n1.  You need a reservation (at least on the weekends). The hostesses were not taking any walk ins. \n\n2.  The menu changes often, so do g come with your heart set on anything... Even their menu online is boy current. \n\n3. Try to get a table in the back room so you can watch the kitchen work their magic. \n\nWhat I ordered: \n\n1. Old fashioned: 4 stars because they use the good luxardo cherries. Beware they use Jim Beam if you don't ask for something else. \n\n2. Crispy Brussels sprouts with cheese and awesome sauce: 5 stars hands down best sprouts I've ever had \n\n3. Juke salad: 4 stars: tip you can order 1/2 sizes on the salads. Awesome house made buttermilk dressing and yummy yellow beets!\n\n4. Squash crepes: 2 stars ... I sent it back it was not flavors I enjoyed.. Heavy sage and thanksgiving stuffing taste. \n\n5. Jalapeño cheesy grits: 5 stars ... Best grits ever! \n\n6. Pecan bread pudding: 5 stars. We were drooling over this in the window do the chef sent one out for us... It was as amazing as it looked. \n\nDespite sending my entree back, we had a great meal. The service and food was spot on. Thanks Juke!",2014-12-07 16:04:06,4,0,1
661a5d4bee4d349db0518c39,Et79VAN692zD2j32PM1E8w,404,aORMPH8StzmqSvEdq2QrFA,"Brussels sprouts and bread pudding ... Is how you stole my heart! \n\nHere's a few Luke tips to keep in mind before you arrive: \n\n1.  You need a reservation (at least on the weekends). The hostesses were not taking any walk ins. \n\n2.  The menu changes often, so do g come with your heart set on anything... Even their menu online is boy current. \n\n3. Try to get a table in the back room so you can watch the kitchen work their magic. \n\nWhat I ordered: \n\n1. Old fashioned: 4 stars because they use the good luxardo cherries. Beware they use Jim Beam if you don't ask for something else. \n\n2. Crispy Brussels sprouts with cheese and awesome sauce: 5 stars hands down best sprouts I've ever had \n\n3. Luke salad: 4 stars: tip you can order 1/2 sizes on the salads. Awesome house made buttermilk dressing and yummy yellow beets!\n\n4. Squash crepes: 2 stars ... I sent it back it was not flavors I enjoyed.. Heavy sage and thanksgiving stuffing taste. \n\n5. Jalapeño cheesy grits: 5 stars ... Best grits ever! \n\n6. Pecan bread pudding: 5 stars. We were drooling over this in the window do the chef sent one out for us... It was as amazing as it looked. \n\nDespite sending my entree back, we had a great meal. The service and food was spot on. Thanks Luke!",2016-09-25 13:54:14,4,1,0
661a5d4bee4d349db0518c39,Et79VAN692zD2j32PM1E8w,404,aORMPH8StzmqSvEdq2QrFA,"Brussels sprouts and bread pudding ... Is how you stole my heart! \n\nHere's a few Luke tips to keep in mind before you arrive: \n\n1.  You need a reservation (at least on the weekends). The hostesses were not taking any walk ins. \n\n2.  The menu changes often, so do g come with your heart set on anything... Even their menu online is boy current. \n\n3. Try to get a table in the back room so you can watch the kitchen work their magic. \n\nWhat I ordered: \n\n1. Old fashioned: 4 stars because they use the good luxardo cherries. Beware they use Jim Beam if you don't ask for something else. \n\n2. Crispy Brussels sprouts with cheese and awesome sauce: 5 stars hands down best sprouts I've ever had \n\n3. Luke salad: 4 stars: tip you can order 1/2 sizes on the salads. Awesome house made buttermilk dressing and yummy yellow beets!\n\n4. Squash crepes: 2 stars ... I sent it back it was not flavors I enjoyed.. Heavy sage and thanksgiving stuffing taste. \n\n5. Jalapeño cheesy grits: 5 stars ... Best grits ever! \n\n6. Pecan bread pudding: 5 stars. We were drooling over this in the window do the chef sent one out for us... It was as amazing as it looked. \n\nDespite sending my entree back, we had a great meal. The service and food was spot on. Thanks Luke!",2016-09-25 13:54:14,4,1,0
661a5d4bee4d349db0518c38,Et79VAN692zD2j32PM1E8w,404,MsFRQ43RfpfEkZ84TF_CIQ,"Brussels sprouts and bread pudding ... Is how you stole my heart! \n\nHere's a few juke tips to keep in mind before you arrive: \n\n1.  You need a reservation (at least on the weekends). The hostesses were not taking any walk ins. \n\n2.  The menu changes often, so do g come with your heart set on anything... Even their menu online is boy current. \n\n3. Try to get a table in the back room so you can watch the kitchen work their magic. \n\nWhat I ordered: \n\n1. Old fashioned: 4 stars because they use the good luxardo cherries. Beware they use Jim Beam if you don't ask for something else. \n\n2. Crispy Brussels sprouts with cheese and awesome sauce: 5 stars hands down best sprouts I've ever had \n\n3. Juke salad: 4 stars: tip you can order 1/2 sizes on the salads. Awesome house made buttermilk dressing and yummy yellow beets!\n\n4. Squash crepes: 2 stars ... I sent it back it was not flavors I enjoyed.. Heavy sage and thanksgiving stuffing taste. \n\n5. Jalapeño cheesy grits: 5 stars ... Best grits ever! \n\n6. Pecan bread pudding: 5 stars. We were drooling over this in the window do the chef sent one out for us... It was as amazing as it looked. \n\nDespite sending my entree back, we had a great meal. The service and food was spot on. Thanks Juke!",2014-12-07 16:04:06,4,0,1
661a5d4bee4d349db0518cbd,eTvp_hYnsrI5-ow_sQ31_g,1028,oe4bUneD6JQ7QiqyIh0MIA,"Yesterday for an office birthday celebration. The celebrant gets to choose the restaurant, so we found ourselves again at Dewey's. I think the office is PIZZA CRAZY!\n\nThe expanded parking lot is a fabulous bonus for this location. We also make sure to arrive at 11:30 a.m., especially today, it being St. Patrick's Day.\n\nTwo of us wanted to get the seasonal Harvest salad. Our server suggested we get one big one to split, it being cheaper. When was the last time that happened to you . . . . server suggesting a less expensive way to go?? But he also explained that the large salad is exactly twice the size of the small salad. We didn't know that. (I overheard him telling another table the exact same thing.) So, that was the way we went, and it worked well.\n\nThat salad is just amazing. How people think up these flavor combinations is beyond me! The bite of the cheese with the sweet of the figs and the crunch of the toasted pepitos (pumpkin seeds). Other dining partners got the large House salad and the small Greek salad. Both enjoyed immensely.\n\nNow we had a pizza dilemma. Usually four of us split two large pies. Today one wanted to go rogue and get a calzone. So, our vegetarian dining partner got a small pizza with sundried tomatoes and mushrooms, which she loved.\n\nI split a large pie with the other non-calzone dining partner. It was a seasonal special (Tipitutu, that's not it, but something -- I couldn't even pronounce it when ordering -- just said the seasonal pizza). And it's not on the online menu.\n\nThis was knockdown ridiculous pizza with proscuitto, bacon and ham, lucious cheese, toasted sesame seeds, roasted red peppers and snappy banana peppers. Whoever dreamed up this pizza is a genius! I could not stop eating it . . . and the crust . . . well, it's Dewey's crust. Nuff said.\n\nThe saltiness of the meats combined beautifully with the cheese, smoothness of the roasted red peppers, the acidity of the banana peppers and the nuttiness of the sesame seeds. Killer, killer pie!\n\nNow to the calzone. She got meatballs, diced tomatoes and mushrooms. I guess cheese is already part of the mix. That dang thing could have served three people. The dough used looked like the pizza crust, which was confirmed upon departure, as we stopped by the pizza-making window and watched the tossing and assembly. She really enjoyed that calzone, eating probably 1/4 of it, so had wonderful, tasty leftovers.\n\nSo, as we're leaving, we stopped at the pizza-making window. Watching those talented people toss the pizza was mesmerizing. One tosser saw me watching intently, so he threw a little higher and twirled a little faster. Then looked at me smiling, and I gave him a big thumbs-up! What fun!!",2011-03-18 19:50:22,5,2,0
661a5d4bee4d349db0518cc2,eTvp_hYnsrI5-ow_sQ31_g,1028,WrImo0H5yPzo_Iz0N8POug,"I don't know why this is listed as a new business. \n\nI was here February 18, 2011; and March 17, 2011.\n\nMy reviews are not showing in this new listing (nor are the other 56 reviews from the first listing, http://www.yelp.com/biz/deweys-pizza-saint-louis-2#hrid:oe4bUneD6JQ7QiqyIh0MIA/src:self).\n\nSo here is the latest, as written on March 18, 2011 (My review from the first visit must be in Yelp Hell.):\n\nYesterday for an office birthday celebration. The celebrant gets to choose the restaurant, so we found ourselves again at Dewey's. I think the office is PIZZA CRAZY!\n\nThe expanded parking lot is a fabulous bonus for this location. We also make sure to arrive at 11:30 a.m., especially today, it being St. Patrick's Day.\n\nTwo of us wanted to get the seasonal Harvest salad. Our server suggested we get one big one to split, it being cheaper. When was the last time that happened to you . . . . server suggesting a less expensive way to go?? But he also explained that the large salad is exactly twice the size of the small salad. We didn't know that. (I overheard him telling another table the exact same thing.) So, that was the way we went, and it worked well.\n\nThat salad is just amazing. How people think up these flavor combinations is beyond me! The bite of the cheese with the sweet of the figs and the crunch of the toasted pepitos (pumpkin seeds). Other dining partners got the large House salad and the small Greek salad. Both enjoyed immensely.\n\nNow we had a pizza dilemma. Usually four of us split two large pies. Today one wanted to go rogue and get a calzone. So, our vegetarian dining partner got a small pizza with sundried tomatoes and mushrooms, which she loved.\n\nI split a large pie with the other non-calzone dining partner. It was a seasonal special (Tipitutu, that's not it, but something -- I couldn't even pronounce it when ordering -- just said the seasonal pizza). And it's not on the online menu.\n\nThis was knockdown ridiculous pizza with proscuitto, bacon and ham, lucious cheese, toasted sesame seeds, roasted red peppers and snappy banana peppers. Whoever dreamed up this pizza is a genius! I could not stop eating it . . . and the crust . . . well, it's Dewey's crust. Nuff said.\n\nThe saltiness of the meats combined beautifully with the cheese, smoothness of the roasted red peppers, the acidity of the banana peppers and the nuttiness of the sesame seeds. Killer, killer pie!\n\nNow to the calzone. She got meatballs, diced tomatoes and mushrooms. I guess cheese is already part of the mix. That dang thing could have served three people. The dough used looked like the pizza crust, which was confirmed upon departure, as we stopped by the pizza-making window and watched the tossing and assembly. She really enjoyed that calzone, eating probably 1/4 of it, so had wonderful, tasty leftovers.\n\nSo, as we're leaving, we stopped at the pizza-making window. Watching those talented people toss the pizza was mesmerizing. One tosser saw me watching intently, so he threw a little higher and twirled a little faster. Then looked at me smiling, and I gave him a big thumbs-up! What fun!!",2012-02-26 19:11:21,5,3,0
